,date,T,Po,P,U,Td,water_level
1096,2024-01-02,-3.75,738.8,756.4,81.25,-6.6625,118.0
1097,2024-01-03,-2.275,736.9375,754.375,86.0,-4.3625,118.0
1098,2024-01-04,-17.1,754.275,773.2,63.375,-22.5125,118.0
1099,2024-01-05,-23.975,754.725,774.1625,81.75,-26.2125,118.0
1100,2024-01-06,-7.8500000000000005,742.1625,760.1,77.125,-11.2,118.0
1101,2024-01-07,-7.4625,749.1125,767.1875,70.25,-12.1125,118.0
1102,2024-01-08,-13.049999999999999,744.0500000000001,762.4333333333334,87.33333333333333,-14.766666666666666,117.0
1103,2024-01-09,-3.1125,733.7,751.1375,52.0,-11.924999999999999,117.0
1104,2024-01-10,-14.825,747.4,766.025,59.75,-21.0375,117.0
1105,2024-01-11,-9.0,736.5375,754.425,57.625,-16.3,117.0
1106,2024-01-12,-10.7125,746.825,765.1,58.875,-17.5,117.0
1107,2024-01-13,-11.200000000000001,749.875,768.25,41.75,-21.825,117.0
1108,2024-01-14,-5.0375,739.925,757.6375,55.25,-13.05,118.0
1109,2024-01-15,-9.2125,745.775,763.9250000000001,49.75,-18.375,118.0
1110,2024-01-16,-15.1875,759.7,778.525,61.875,-21.025,118.0
1111,2024-01-17,-18.15,763.225,782.45,77.625,-21.212500000000002,117.0
1112,2024-01-18,-13.9125,765.35,784.3375,63.625,-19.5,113.0
1113,2024-01-19,-18.4125,766.6625,785.9875,83.625,-20.5375,113.0
1114,2024-01-20,-18.4,764.95,784.225,87.25,-20.0125,112.0
1115,2024-01-21,-16.1375,767.025,786.175,83.625,-18.325,112.0
1116,2024-01-22,-16.4875,766.4125,785.575,84.125,-18.6125,112.0
1117,2024-01-23,-16.7,761.05,780.125,84.125,-18.775,112.0
1118,2024-01-24,-12.6625,759.475,778.175,73.875,-16.6625,112.0
1119,2024-01-25,-9.975,755.3375,773.7375,67.0,-15.4,111.0
1120,2024-01-26,-9.575,754.7375,773.125,67.125,-14.6625,112.0
1121,2024-01-27,-13.1125,758.6125,777.325,78.75,-16.175,112.0
1122,2024-01-28,-14.4875,757.05,775.8125,80.0,-17.25,112.0
1123,2024-01-29,-17.2375,755.0625,774.0,71.625,-21.2375,112.0
1124,2024-01-30,-21.45,757.375,776.7375,78.75,-24.2,113.0
1125,2024-01-31,-22.8875,757.0125,776.4625,79.5,-25.475,113.0
1126,2024-02-01,-19.1625,756.0999999999999,775.225,83.75,-21.224999999999998,113.0
1127,2024-02-02,-15.1875,756.075,774.8875,85.625,-17.1,113.0
1128,2024-02-03,-14.2125,753.375,772.05,88.5,-15.725000000000001,128.0
1129,2024-02-04,-9.75,749.1625,767.4,81.875,-12.5125,128.0
1130,2024-02-05,-1.025,749.6125,767.2875,52.5,-9.675,128.0
1131,2024-02-06,-4.225,754.4625,772.475,73.5,-8.5625,127.0
1132,2024-02-07,-7.9625,752.2875,770.5,80.25,-11.1125,128.0
1133,2024-02-08,-11.3375,748.1375,766.4875000000001,85.875,-13.3,128.0
1134,2024-02-09,-3.375,744.35,762.2125,75.0,-7.2875,127.5
1135,2024-02-10,3.775,734.1,751.1,74.25,-0.6875,127.0
1136,2024-02-11,-5.575,735.35,752.975,65.25,-11.225,127.0
1137,2024-02-12,-10.6125,743.875,762.05,60.0,-17.0375,127.0
1138,2024-02-13,-13.975,755.15,773.85,58.0,-20.5875,127.0
1139,2024-02-14,-8.0375,746.7875,764.8375,57.75,-15.1375,127.0
1140,2024-02-15,-10.5875,735.9125,753.925,56.375,-17.724999999999998,127.0
1141,2024-02-16,-22.2875,744.7875,763.8625,61.0,-27.875,127.0
1142,2024-02-17,-22.3375,756.6875,776.0625,59.5,-28.1375,127.0
1143,2024-02-18,-22.5625,762.8125,782.3625,68.375,-26.825,127.0
1144,2024-02-19,-25.475,766.6875,786.575,70.625,-29.325,127.0
1145,2024-02-20,-23.7625,769.9625,789.7875,73.125,-27.35,128.0
1146,2024-02-21,-22.5375,766.275,785.8875,70.5,-26.5875,128.0
1147,2024-02-22,-20.2875,763.15,782.55,66.75,-25.2875,127.0
1148,2024-02-23,-20.0625,765.5,784.925,70.625,-24.175,127.0
1149,2024-02-24,-19.8,761.2,780.475,75.125,-23.2625,127.0
1150,2024-02-25,-16.875,758.725,777.75,69.0,-21.412499999999998,127.25
1151,2024-02-26,-15.025,760.15,779.0625,72.5,-19.1625,127.5
1152,2024-02-27,-16.8375,763.275,782.4125,71.625,-21.0375,127.75
1153,2024-02-28,-12.3875,762.275,781.0375,66.75,-17.8875,128.0
1154,2024-02-29,-6.125,753.6625,771.75,66.125,-11.75,127.0
1155,2024-03-01,-4.2375,750.9375,768.85,69.5,-9.0875,126.0
1156,2024-03-02,-5.825,749.2375,767.1875,78.375,-9.0875,127.0
1157,2024-03-03,-10.6625,750.2375,768.5875,78.75,-13.8625,127.0
1158,2024-03-04,-6.1375,748.4,766.375,63.875,-12.325,127.0
1159,2024-03-05,-4.5375,750.4375,768.3625,68.625,-9.7625,129.0
1160,2024-03-06,-0.8624999999999999,747.9875,765.6125,50.125,-10.425,127.0
1161,2024-03-07,0.15000000000000002,744.95,762.425,52.25,-9.55,128.0
1162,2024-03-08,-0.9125,746.0375,763.6,68.375,-6.4,128.0
1163,2024-03-09,-4.025,751.725,769.6375,62.625,-10.45,127.0
1164,2024-03-10,-2.0875,745.3625,763.05,65.625,-8.2625,127.0
1165,2024-03-11,2.7,744.65,761.975,59.75,-4.65,127.0
1166,2024-03-12,-0.925,747.1625,764.7625,53.5,-9.4125,127.0
1167,2024-03-13,-4.25,743.05,760.7625,74.375,-8.2875,127.0
1168,2024-03-14,-6.175,749.1125,767.125,74.875,-10.1375,128.0
1169,2024-03-15,-5.6,753.8125,771.875,58.0,-12.825,127.0
1170,2024-03-16,-4.825,754.6125,772.6625,59.625,-11.925,127.0
1171,2024-03-17,-1.6,748.85,766.55,76.5,-5.2875,129.0
1172,2024-03-18,1.5,749.625,767.1,72.125,-3.1,138.0
1173,2024-03-19,5.3375,744.9,762.0875,47.0,-5.9875,144.0
1174,2024-03-20,2.3125,738.675,755.875,75.75,-1.6749999999999998,144.0
1175,2024-03-21,-6.0625,741.325,759.1375,66.125,-12.2,144.0
1176,2024-03-22,-9.7625,745.575,763.75,63.875,-15.425,144.0
1177,2024-03-23,-3.325,744.65,762.35,64.875,-9.525,144.0
1178,2024-03-24,3.1374999999999997,743.1999999999999,760.45,48.5,-7.0625,147.0
1179,2024-03-25,4.4875,741.2,758.3125,46.125,-7.0874999999999995,161.0
1180,2024-03-26,-2.5875,745.1125,762.7875,62.875,-9.2875,161.0
1181,2024-03-27,-5.05,751.225,769.2,49.5,-14.8125,160.0
1182,2024-03-28,1.0714285714285714,744.5571428571428,761.9571428571428,61.857142857142854,-5.785714285714286,160.0
1183,2024-03-29,1.4875,742.1374999999999,759.4625,80.5,-1.6749999999999998,160.0
1184,2024-03-30,5.65,740.7375,757.7375,68.625,-0.3375,160.0
1185,2024-03-31,3.4,740.925,758.0875,76.75,-0.425,163.0
1186,2024-04-01,0.4571428571428572,748.4714285714286,766.0285714285714,47.57142857142857,-10.557142857142859,161.0
1187,2024-04-02,1.3250000000000002,749.2875,766.8,63.625,-5.025,161.0
1188,2024-04-03,4.4625,747.0625,764.3,71.25,-0.6000000000000001,161.0
1189,2024-04-04,5.4125000000000005,746.9375,764.1125000000001,68.0,-0.21250000000000002,161.0
1190,2024-04-05,8.4875,748.5625,765.5625,64.25,1.875,161.0
1191,2024-04-06,10.725,747.4625,764.325,53.25,0.24999999999999997,162.0
1192,2024-04-07,6.5625,745.6125,762.6625,63.75,-0.725,162.0
1193,2024-04-08,-0.125,753.5,771.1875,43.5,-11.6375,164.0
1194,2024-04-09,8.5875,740.25,757.1125,43.125,-4.4625,164.0
1195,2024-04-10,6.9125,736.9875,753.8375,75.375,2.725,167.0
1196,2024-04-11,0.8375,741.95,759.2875,53.625,-8.675,166.0
1197,2024-04-12,-0.8142857142857143,742.6714285714286,760.1428571428571,37.42857142857143,-14.028571428571428,167.0
1198,2024-04-13,0.1749999999999997,746.525,764.075,41.125,-12.3125,173.0
1199,2024-04-14,7.375,740.0125,756.9125,60.0,-0.2124999999999999,173.0
1200,2024-04-15,11.216666666666667,737.8333333333334,754.4499999999999,66.16666666666667,4.966666666666667,173.0
1201,2024-04-16,3.88,751.4399999999999,768.8,40.6,-9.0,173.0
1202,2024-04-17,4.1375,753.525,770.9375,49.5,-7.0875,175.0
1203,2024-04-18,8.05,745.6875,762.6999999999999,50.125,-2.275,179.0
1204,2024-04-19,8.3,737.4,754.15,67.875,2.5124999999999997,181.0
1205,2024-04-20,1.7125,744.2875,761.625,82.125,-1.1,190.0
1206,2024-04-21,2.1875,752.8125,770.375,49.25,-8.137500000000001,184.0
1207,2024-04-22,3.025,741.7,758.9,70.5,-1.925,193.0
1208,2024-04-23,1.9000000000000001,741.8625,759.15,64.375,-4.9,190.0
1209,2024-04-24,-2.9625,746.975,764.6875,68.75,-8.1875,187.0
1210,2024-04-25,0.125,752.0875,769.75,48.25,-10.4875,187.0
1211,2024-04-26,5.25,753.0875,770.4625,46.25,-5.8125,185.0
1212,2024-04-27,7.65,752.7125,769.8875,47.25,-4.525,185.0
1213,2024-04-28,9.0625,747.7875,764.7625,43.125,-4.1375,185.0
1214,2024-04-29,11.525,737.7125,754.2875,55.125,1.5500000000000003,190.0
1215,2024-04-30,2.275,742.175,759.4125,60.0,-5.2,191.33333333333334
1216,2024-05-01,3.05,741.3875,758.575,45.875,-8.55,192.66666666666666
1217,2024-05-02,8.125,740.3625,757.2125,35.125,-7.2625,194.0
1218,2024-05-03,10.1375,739.225,755.925,61.625,2.55,194.0
1219,2024-05-04,6.1875,742.1875,759.2125,88.125,4.325,193.0
1220,2024-05-05,11.725,738.1875,754.75,74.25,6.5375,197.0
1221,2024-05-06,12.8,739.65,756.1625,65.0,5.5375,200.0
1222,2024-05-07,10.75,753.475,770.5,41.125,-4.2,201.0
1223,2024-05-08,12.4625,745.4375,762.15,37.75,-3.1125,201.0
1224,2024-05-09,12.25,749.0375,765.875,34.375,-3.8375,200.0
1225,2024-05-10,13.9125,745.575,762.225,35.875,-3.4125,197.0
1226,2024-05-11,19.462500000000002,740.275,756.475,40.625,5.2,196.0
1227,2024-05-12,14.9625,747.275,763.9,45.625,0.6125,198.0
