25.06.2022;178
26.06.2022;172
27.06.2022;173
28.06.2022;173
29.06.2022;173
30.06.2022;173
01.07.2022;171
02.07.2022;171
03.07.2022;171
04.07.2022;171
05.07.2022;166
06.07.2022;118
07.07.2022;120
08.07.2022;120
09.07.2022;119
10.07.2022;-1
11.07.2022;117
12.07.2022;120
13.07.2022;119
14.07.2022;120
15.07.2022;120
16.07.2022;119
17.07.2022;119
18.07.2022;119
19.07.2022;119
20.07.2022;112
21.07.2022;111
22.07.2022;112
23.07.2022;112
24.07.2022;112
25.07.2022;111
26.07.2022;112
27.07.2022;-1
28.07.2022;112
29.07.2022;112
30.07.2022;112
31.07.2022;112
01.08.2022;113
02.08.2022;111
03.08.2022;112
04.08.2022;112
05.08.2022;112
06.08.2022;112
07.08.2022;111
08.08.2022;111
09.08.2022;110
10.08.2022;110
11.08.2022;-1
12.08.2022;110
13.08.2022;111
14.08.2022;110
15.08.2022;111
16.08.2022;112
17.08.2022;112
18.08.2022;112
19.08.2022;112
20.08.2022;111
21.08.2022;-1
22.08.2022;111
23.08.2022;111
24.08.2022;112
25.08.2022;111
26.08.2022;111
27.08.2022;109
28.08.2022;109
29.08.2022;111
30.08.2022;111
31.08.2022;111
01.09.2022;112
02.09.2022;111
03.09.2022;110
04.09.2022;110
05.09.2022;113
06.09.2022;114
07.09.2022;113
08.09.2022;113
09.09.2022;108
10.09.2022;103
11.09.2022;103
12.09.2022;101
13.09.2022;102
14.09.2022;103
15.09.2022;102
16.09.2022;102
17.09.2022;102
18.09.2022;102
19.09.2022;101
20.09.2022;102
21.09.2022;102
22.09.2022;102
23.09.2022;102
24.09.2022;102
25.09.2022;102
26.09.2022;-1
27.09.2022;104
28.09.2022;108
29.09.2022;106
30.09.2022;105
01.10.2022;104
02.10.2022;104
03.10.2022;103
04.10.2022;103
05.10.2022;103
06.10.2022;103
07.10.2022;103
08.10.2022;104
09.10.2022;103
10.10.2022;104
11.10.2022;104
12.10.2022;104
13.10.2022;107
14.10.2022;108
15.10.2022;-1
16.10.2022;107
17.10.2022;106
18.10.2022;106
19.10.2022;106
20.10.2022;106
21.10.2022;106
22.10.2022;106
23.10.2022;105
24.10.2022;112
25.10.2022;177
26.10.2022;178
27.10.2022;177
28.10.2022;175
29.10.2022;179
30.10.2022;176
31.10.2022;174
01.11.2022;174
02.11.2022;174
03.11.2022;167
04.11.2022;100
05.11.2022;102
06.11.2022;-1
07.11.2022;102
08.11.2022;101
09.11.2022;103
10.11.2022;102
11.11.2022;102
12.11.2022;102
13.11.2022;-1
14.11.2022;103
15.11.2022;103
16.11.2022;103
17.11.2022;103
18.11.2022;104
19.11.2022;102
20.11.2022;-1
21.11.2022;98
22.11.2022;97
23.11.2022;96
24.11.2022;97
25.11.2022;-1
26.11.2022;100
27.11.2022;101
28.11.2022;100
29.11.2022;102
30.11.2022;102
01.12.2022;101
02.12.2022;101
03.12.2022;105
04.12.2022;-1
05.12.2022;105
06.12.2022;105
07.12.2022;105
08.12.2022;105
09.12.2022;105
10.12.2022;105
11.12.2022;105
12.12.2022;-1
13.12.2022;104
14.12.2022;105
15.12.2022;105
16.12.2022;104
17.12.2022;107
18.12.2022;104
19.12.2022;105
20.12.2022;106
21.12.2022;107
22.12.2022;107
23.12.2022;111
24.12.2022;110
25.12.2022;108
26.12.2022;105
27.12.2022;105
28.12.2022;105
29.12.2022;105
30.12.2022;105
31.12.2022;105
01.01.2023;105
02.01.2023;105
03.01.2023;105
04.01.2023;104
05.01.2023;104
06.01.2023;105
07.01.2023;105
08.01.2023;105
09.01.2023;105
10.01.2023;105
11.01.2023;105
12.01.2023;107
13.01.2023;107
14.01.2023;107
15.01.2023;107
16.01.2023;108
17.01.2023;103
18.01.2023;105
19.01.2023;105
20.01.2023;106
21.01.2023;105
22.01.2023;-1
23.01.2023;103
24.01.2023;103
25.01.2023;103
26.01.2023;103
27.01.2023;102
28.01.2023;103
29.01.2023;103
30.01.2023;103
31.01.2023;101
01.02.2023;102
02.02.2023;102
03.02.2023;102
04.02.2023;102
05.02.2023;102
06.02.2023;102
07.02.2023;102
08.02.2023;102
09.02.2023;102
10.02.2023;102
11.02.2023;103
12.02.2023;102
13.02.2023;102
14.02.2023;102
15.02.2023;102
16.02.2023;102
17.02.2023;102
18.02.2023;102
19.02.2023;102
20.02.2023;102
21.02.2023;102
22.02.2023;103
23.02.2023;103
24.02.2023;102
25.02.2023;102
26.02.2023;102
27.02.2023;102
28.02.2023;103
01.03.2023;103
02.03.2023;103
03.03.2023;103
04.03.2023;101
05.03.2023;102
06.03.2023;99
07.03.2023;99
08.03.2023;99
09.03.2023;98
10.03.2023;99
11.03.2023;99
12.03.2023;99
13.03.2023;99
14.03.2023;99
15.03.2023;99
16.03.2023;99
17.03.2023;99
18.03.2023;99
19.03.2023;100
20.03.2023;100
21.03.2023;99
22.03.2023;99
23.03.2023;101
24.03.2023;100
25.03.2023;100
26.03.2023;100
27.03.2023;101
28.03.2023;101
29.03.2023;103
30.03.2023;102
31.03.2023;102
01.04.2023;101
02.04.2023;101
03.04.2023;100
04.04.2023;100
05.04.2023;100
06.04.2023;100
07.04.2023;105
08.04.2023;108
09.04.2023;109
10.04.2023;109
11.04.2023;109
12.04.2023;109
13.04.2023;109
14.04.2023;109
15.04.2023;110
16.04.2023;110
17.04.2023;111
18.04.2023;108
19.04.2023;110
20.04.2023;-1
21.04.2023;-1
22.04.2023;-1
23.04.2023;-1
24.04.2023;-1
25.04.2023;-1
26.04.2023;-1
27.04.2023;-1
28.04.2023;-1
29.04.2023;-1
30.04.2023;-1
01.05.2023;-1
02.05.2023;-1
03.05.2023;-1
04.05.2023;171
05.05.2023;171
06.05.2023;179
07.05.2023;187
08.05.2023;192
09.05.2023;188
10.05.2023;186
11.05.2023;182
12.05.2023;178
13.05.2023;174
14.05.2023;175
15.05.2023;175
16.05.2023;178
17.05.2023;178
18.05.2023;177
19.05.2023;177
20.05.2023;177
21.05.2023;175
22.05.2023;174
23.05.2023;176
24.05.2023;177
25.05.2023;177
26.05.2023;177
27.05.2023;-1
28.05.2023;-1
29.05.2023;174
30.05.2023;177
31.05.2023;176
01.06.2023;168
02.06.2023;164
03.06.2023;162
04.06.2023;162
05.06.2023;162
06.06.2023;165
07.06.2023;165
08.06.2023;166
09.06.2023;165
10.06.2023;165
11.06.2023;164
12.06.2023;164
13.06.2023;164
14.06.2023;164
15.06.2023;165
16.06.2023;167
17.06.2023;172
18.06.2023;168
19.06.2023;166
20.06.2023;165
21.06.2023;165
22.06.2023;163
23.06.2023;162
24.06.2023;165
25.06.2023;162
26.06.2023;162
27.06.2023;161
28.06.2023;161
29.06.2023;161
30.06.2023;162
01.07.2023;163
02.07.2023;163
03.07.2023;163
04.07.2023;163
05.07.2023;165
06.07.2023;165
07.07.2023;165
08.07.2023;164
09.07.2023;165
10.07.2023;163
11.07.2023;163
12.07.2023;163
13.07.2023;163
14.07.2023;164
15.07.2023;164
16.07.2023;163
17.07.2023;164
18.07.2023;168
19.07.2023;166
20.07.2023;166
21.07.2023;166
22.07.2023;162
23.07.2023;162
24.07.2023;162
25.07.2023;162
26.07.2023;163
27.07.2023;163
28.07.2023;163
29.07.2023;163
30.07.2023;163
31.07.2023;162
01.08.2023;162
02.08.2023;-1
03.08.2023;162
04.08.2023;162
05.08.2023;162
06.08.2023;161
07.08.2023;162
08.08.2023;162
09.08.2023;162
10.08.2023;162
11.08.2023;166
12.08.2023;162
13.08.2023;163
14.08.2023;162
15.08.2023;162
16.08.2023;163
17.08.2023;165
18.08.2023;164
19.08.2023;162
20.08.2023;162
21.08.2023;163
22.08.2023;163
23.08.2023;162
24.08.2023;161
25.08.2023;162
26.08.2023;161
27.08.2023;162
28.08.2023;162
29.08.2023;163
30.08.2023;163
31.08.2023;162
01.09.2023;177
02.09.2023;183
03.09.2023;180
04.09.2023;180
05.09.2023;178
06.09.2023;178
07.09.2023;176
08.09.2023;176
09.09.2023;178
10.09.2023;177
11.09.2023;176
12.09.2023;176
13.09.2023;176
14.09.2023;177
15.09.2023;178
16.09.2023;177
17.09.2023;177
18.09.2023;177
19.09.2023;176
20.09.2023;176
21.09.2023;176
22.09.2023;176
23.09.2023;176
24.09.2023;176
25.09.2023;177
26.09.2023;177
27.09.2023;176
28.09.2023;176
29.09.2023;176
30.09.2023;176
01.10.2023;177
02.10.2023;176
03.10.2023;176
04.10.2023;177
05.10.2023;177
06.10.2023;176
07.10.2023;177
08.10.2023;177
09.10.2023;177
10.10.2023;177
11.10.2023;177
12.10.2023;175
13.10.2023;145
14.10.2023;145
15.10.2023;147
16.10.2023;147
17.10.2023;147
18.10.2023;150
19.10.2023;150
20.10.2023;149
21.10.2023;147
22.10.2023;147
23.10.2023;147
24.10.2023;148
25.10.2023;-1
26.10.2023;147
27.10.2023;167
28.10.2023;175
29.10.2023;177
30.10.2023;179
31.10.2023;178
01.11.2023;176
02.11.2023;175
03.11.2023;176
04.11.2023;176
05.11.2023;178
06.11.2023;178
07.11.2023;179
08.11.2023;178
09.11.2023;177
10.11.2023;177
11.11.2023;145
12.11.2023;127
13.11.2023;125
14.11.2023;125
15.11.2023;125
16.11.2023;125
17.11.2023;127
18.11.2023;130
19.11.2023;127
20.11.2023;126
21.11.2023;126
22.11.2023;125
23.11.2023;125
24.11.2023;125
25.11.2023;127
26.11.2023;127
27.11.2023;126
28.11.2023;-1
29.11.2023;126
30.11.2023;127
01.12.2023;125
02.12.2023;125
03.12.2023;-1
04.12.2023;-1
05.12.2023;127
06.12.2023;-1
07.12.2023;-1
08.12.2023;127
09.12.2023;123
10.12.2023;123
11.12.2023;122
12.12.2023;121
13.12.2023;-1
14.12.2023;-1
15.12.2023;116
16.12.2023;117
17.12.2023;117
18.12.2023;117
19.12.2023;117
20.12.2023;118
21.12.2023;119
22.12.2023;119
23.12.2023;119
24.12.2023;118
25.12.2023;118
26.12.2023;-1
27.12.2023;118
28.12.2023;118
29.12.2023;118
30.12.2023;118
31.12.2023;118
01.01.2024;118
02.01.2024;118
03.01.2024;118
04.01.2024;118
05.01.2024;118
06.01.2024;-1
07.01.2024;118
08.01.2024;117
09.01.2024;117
10.01.2024;117
11.01.2024;117
12.01.2024;117
13.01.2024;117
14.01.2024;118
15.01.2024;118
16.01.2024;118
17.01.2024;117
18.01.2024;113
19.01.2024;113
20.01.2024;112
21.01.2024;112
22.01.2024;112
23.01.2024;112
24.01.2024;112
25.01.2024;111
26.01.2024;112
27.01.2024;112
28.01.2024;112
29.01.2024;112
30.01.2024;113
31.01.2024;113
01.02.2024;113
02.02.2024;113
03.02.2024;128
04.02.2024;128
05.02.2024;128
06.02.2024;127
07.02.2024;128
08.02.2024;128
09.02.2024;-1
10.02.2024;127
11.02.2024;-1
12.02.2024;127
13.02.2024;127
14.02.2024;127
15.02.2024;127
16.02.2024;127
17.02.2024;127
18.02.2024;-1
19.02.2024;127
20.02.2024;128
21.02.2024;128
22.02.2024;127
23.02.2024;127
24.02.2024;127
25.02.2024;-1
26.02.2024;-1
27.02.2024;-1
28.02.2024;128
29.02.2024;-1
01.03.2024;126
02.03.2024;127
03.03.2024;127
04.03.2024;127
05.03.2024;129
06.03.2024;127
07.03.2024;128
08.03.2024;128
09.03.2024;127
10.03.2024;127
11.03.2024;127
12.03.2024;127
13.03.2024;127
14.03.2024;128
15.03.2024;127
16.03.2024;127
17.03.2024;129
18.03.2024;138
19.03.2024;144
20.03.2024;-1
21.03.2024;144
22.03.2024;144
23.03.2024;144
24.03.2024;147
25.03.2024;161
26.03.2024;161
27.03.2024;160
28.03.2024;160
29.03.2024;160
30.03.2024;160
31.03.2024;163
01.04.2024;161
02.04.2024;161
03.04.2024;161
04.04.2024;161
05.04.2024;161
06.04.2024;162
07.04.2024;162
08.04.2024;164
09.04.2024;164
10.04.2024;167
11.04.2024;166
12.04.2024;167
13.04.2024;173
14.04.2024;173
15.04.2024;173
16.04.2024;173
17.04.2024;175
18.04.2024;179
19.04.2024;181
20.04.2024;190
21.04.2024;184
22.04.2024;193
23.04.2024;190
24.04.2024;187
25.04.2024;187
26.04.2024;185
27.04.2024;185
28.04.2024;185
29.04.2024;190
30.04.2024;-1
01.05.2024;-1
02.05.2024;194
03.05.2024;194
04.05.2024;193
05.05.2024;197
06.05.2024;200
07.05.2024;201
08.05.2024;201
09.05.2024;200
10.05.2024;197
11.05.2024;196
12.05.2024;198
